Item Code,Item Description,Spec Book,Unit,Statewide 12-Mo Moving Avg ($),Statewide 3-Mo Moving Avg ($),Engineer Estimate Avg ($),Min Bid Price ($),Max Bid Price ($),Total Awarded Qty (12-Mo),Total Awarded Value ($),Category
"0618-6002","CONDUIT (PVC / RIGID METAL) (TY 2)","2024/2014","LF",20.7,20.08,19.46,8.67,70.04,2070,42849,"600 Safety & Traffic"
"0618-6003","CONDUIT (PVC / RIGID METAL) (TY 3)","2024/2014","LF",21.6,21.6,20.3,8.84,72.08,3640,78624,"600 Safety & Traffic"
"0618-6004","CONDUIT (PVC / RIGID METAL) (TY 4)","2024/2014","LF",22.5,23.18,21.15,9.01,74.12,5210,117225,"600 Safety & Traffic"
"0618-6005","CONDUIT (PVC / RIGID METAL) (TY 5)","2024/2014","LF",23.4,24.8,22,8.5,76.16,6780,158652,"600 Safety & Traffic"
"0618-6006","CONDUIT (PVC / RIGID METAL) (TY 6)","2024/2014","LF",24.3,22.84,22.84,8.67,78.2,8350,202905,"600 Safety & Traffic"
"0618-6007","CONDUIT (PVC / RIGID METAL) (TY 7)","2024/2014","LF",25.2,24.44,23.69,8.84,68,9920,249984,"600 Safety & Traffic"
"0618-6008","CONDUIT (PVC / RIGID METAL) (TY 8)","2024/2014","LF",19.8,19.8,18.61,9.01,70.04,11490,227502,"600 Safety & Traffic"
"0618-6009","CONDUIT (PVC / RIGID METAL) (TY 9)","2024/2014","LF",20.7,21.32,19.46,8.5,72.08,13060,270342,"600 Safety & Traffic"
"0618-6010","CONDUIT (PVC / RIGID METAL) (TY 10)","2024/2014","LF",21.6,22.9,20.3,8.67,74.12,3830,82728,"600 Safety & Traffic"
"0618-6011","CONDUIT (PVC / RIGID METAL) (TY 11)","2024/2014","LF",22.5,21.15,21.15,8.84,76.16,5400,121500,"600 Safety & Traffic"
"0618-6012","CONDUIT (PVC / RIGID METAL) (TY 12)","2024/2014","LF",23.4,22.7,22,9.01,78.2,6970,163098,"600 Safety & Traffic"
"0618-6013","CONDUIT (PVC / RIGID METAL) (TY 13)","2024/2014","LF",24.3,24.3,22.84,8.5,68,8540,207522,"600 Safety & Traffic"
"0618-6014","CONDUIT (PVC / RIGID METAL) (TY 14)","2024/2014","LF",25.2,25.96,23.69,8.67,70.04,10110,254772,"600 Safety & Traffic"
"0618-6015","CONDUIT (PVC / RIGID METAL) (TY 15)","2024/2014","LF",19.8,20.99,18.61,8.84,72.08,11680,231264,"600 Safety & Traffic"
"0618-6016","CONDUIT (PVC / RIGID METAL) (TY 16)","2024/2014","LF",20.7,19.46,19.46,9.01,74.12,13250,274275,"600 Safety & Traffic"
"0618-6017","CONDUIT (PVC / RIGID METAL) (TY 17)","2024/2014","LF",21.6,20.95,20.3,8.5,76.16,14820,320112,"600 Safety & Traffic"
"0618-6018","CONDUIT (PVC / RIGID METAL) (TY 18)","2024/2014","LF",22.5,22.5,21.15,8.67,78.2,16390,368775,"600 Safety & Traffic"
"0618-6019","CONDUIT (PVC / RIGID METAL) (TY 19)","2024/2014","LF",23.4,24.1,22,8.84,68,7160,167544,"600 Safety & Traffic"
"0618-6020","CONDUIT (PVC / RIGID METAL) (TY 20)","2024/2014","LF",24.3,25.76,22.84,9.01,70.04,8730,212139,"600 Safety & Traffic"
"0618-6021","CONDUIT (PVC / RIGID METAL) (TY 21)","2024/2014","LF",25.2,23.69,23.69,8.5,72.08,10300,259560,"600 Safety & Traffic"
"0618-6022","CONDUIT (PVC / RIGID METAL) (TY 22)","2024/2014","LF",19.8,19.21,18.61,8.67,74.12,11870,235026,"600 Safety & Traffic"
"0618-6023","CONDUIT (PVC / RIGID METAL) (TY 23)","2024/2014","LF",20.7,20.7,19.46,8.84,76.16,13440,278208,"600 Safety & Traffic"
"0618-6024","CONDUIT (PVC / RIGID METAL) (TY 24)","2024/2014","LF",21.6,22.25,20.3,9.01,78.2,15010,324216,"600 Safety & Traffic"
"0618-6025","CONDUIT (PVC / RIGID METAL) (TY 25)","2024/2014","LF",22.5,23.85,21.15,8.5,68,16580,373050,"600 Safety & Traffic"
"0618-6026","CONDUIT (PVC / RIGID METAL) (TY 26)","2024/2014","LF",23.4,22,22,8.67,70.04,18150,424710,"600 Safety & Traffic"
"0618-6027","CONDUIT (PVC / RIGID METAL) (TY 27)","2024/2014","LF",24.3,23.57,22.84,8.84,72.08,19720,479196,"600 Safety & Traffic"
"0618-6028","CONDUIT (PVC / RIGID METAL) (TY 28)","2024/2014","LF",25.2,25.2,23.69,9.01,74.12,10490,264348,"600 Safety & Traffic"
"0618-6029","CONDUIT (PVC / RIGID METAL) (TY 29)","2024/2014","LF",19.8,20.39,18.61,8.5,76.16,12060,238788,"600 Safety & Traffic"
"0618-6030","CONDUIT (PVC / RIGID METAL) (TY 30)","2024/2014","LF",20.7,21.94,19.46,8.67,78.2,13630,282141,"600 Safety & Traffic"
"0618-6031","CONDUIT (PVC / RIGID METAL) (TY 31)","2024/2014","LF",21.6,20.3,20.3,8.84,68,15200,328320,"600 Safety & Traffic"
"0618-6032","CONDUIT (PVC / RIGID METAL) (TY 32)","2024/2014","LF",22.5,21.82,21.15,9.01,70.04,16770,377325,"600 Safety & Traffic"
"0618-6033","CONDUIT (PVC / RIGID METAL) (TY 33)","2024/2014","LF",23.4,23.4,22,8.5,72.08,18340,429156,"600 Safety & Traffic"
"0618-6034","CONDUIT (PVC / RIGID METAL) (TY 34)","2024/2014","LF",24.3,25.03,22.84,8.67,74.12,19910,483813,"600 Safety & Traffic"
"0618-6035","CONDUIT (PVC / RIGID METAL) (TY 35)","2024/2014","LF",25.2,26.71,23.69,8.84,76.16,21480,541296,"600 Safety & Traffic"
"0618-6036","CONDUIT (PVC / RIGID METAL) (TY 36)","2024/2014","LF",19.8,18.61,18.61,9.01,78.2,23050,456390,"600 Safety & Traffic"
"0618-6037","CONDUIT (PVC / RIGID METAL) (TY 37)","2024/2014","LF",20.7,20.08,19.46,8.5,68,13820,286074,"600 Safety & Traffic"
"0618-6038","CONDUIT (PVC / RIGID METAL) (TY 38)","2024/2014","LF",21.6,21.6,20.3,8.67,70.04,15390,332424,"600 Safety & Traffic"
"0618-6039","CONDUIT (PVC / RIGID METAL) (TY 39)","2024/2014","LF",22.5,23.18,21.15,8.84,72.08,16960,381600,"600 Safety & Traffic"
"0618-6040","CONDUIT (PVC / RIGID METAL) (TY 40)","2024/2014","LF",23.4,24.8,22,9.01,74.12,18530,433602,"600 Safety & Traffic"
"0618-6041","CONDUIT (PVC / RIGID METAL) (TY 41)","2024/2014","LF",24.3,22.84,22.84,8.5,76.16,20100,488430,"600 Safety & Traffic"
"0618-6042","CONDUIT (PVC / RIGID METAL) (TY 42)","2024/2014","LF",25.2,24.44,23.69,8.67,78.2,21670,546084,"600 Safety & Traffic"
"0618-6043","CONDUIT (PVC / RIGID METAL) (TY 43)","2024/2014","LF",19.8,19.8,18.61,8.84,68,23240,460152,"600 Safety & Traffic"
"0618-6044","CONDUIT (PVC / RIGID METAL) (TY 44)","2024/2014","LF",20.7,21.32,19.46,9.01,70.04,24810,513567,"600 Safety & Traffic"
"0618-6045","CONDUIT (PVC / RIGID METAL) (TY 45)","2024/2014","LF",21.6,22.9,20.3,8.5,72.08,26380,569808,"600 Safety & Traffic"
"0618-6046","CONDUIT (PVC / RIGID METAL) (TY 46)","2024/2014","LF",22.5,21.15,21.15,8.67,74.12,17150,385875,"600 Safety & Traffic"
"0618-6047","CONDUIT (PVC / RIGID METAL) (TY 47)","2024/2014","LF",23.4,22.7,22,8.84,76.16,18720,438048,"600 Safety & Traffic"
"0618-6048","CONDUIT (PVC / RIGID METAL) (TY 48)","2024/2014","LF",24.3,24.3,22.84,9.01,78.2,20290,493047,"600 Safety & Traffic"
"0618-6049","CONDUIT (PVC / RIGID METAL) (TY 49)","2024/2014","LF",25.2,25.96,23.69,8.5,68,21860,550872,"600 Safety & Traffic"
"0618-6050","CONDUIT (PVC / RIGID METAL) (TY 50)","2024/2014","LF",19.8,20.99,18.61,8.67,70.04,23430,463914,"600 Safety & Traffic"
"0618-6051","CONDUIT (PVC / RIGID METAL) (TY 51)","2024/2014","LF",20.7,19.46,19.46,8.84,72.08,25000,517500,"600 Safety & Traffic"
"0618-6052","CONDUIT (PVC / RIGID METAL) (TY 52)","2024/2014","LF",21.6,20.95,20.3,9.01,74.12,26570,573912,"600 Safety & Traffic"
"0618-6053","CONDUIT (PVC / RIGID METAL) (TY 53)","2024/2014","LF",22.5,22.5,21.15,8.5,76.16,28140,633150,"600 Safety & Traffic"
"0618-6054","CONDUIT (PVC / RIGID METAL) (TY 54)","2024/2014","LF",23.4,24.1,22,8.67,78.2,29710,695214,"600 Safety & Traffic"
"0618-6055","CONDUIT (PVC / RIGID METAL) (TY 55)","2024/2014","LF",24.3,25.76,22.84,8.84,68,20480,497664,"600 Safety & Traffic"
"0618-6056","CONDUIT (PVC / RIGID METAL) (TY 56)","2024/2014","LF",25.2,23.69,23.69,9.01,70.04,22050,555660,"600 Safety & Traffic"
"0618-6057","CONDUIT (PVC / RIGID METAL) (TY 57)","2024/2014","LF",19.8,19.21,18.61,8.5,72.08,23620,467676,"600 Safety & Traffic"
"0618-6058","CONDUIT (PVC / RIGID METAL) (TY 58)","2024/2014","LF",20.7,20.7,19.46,8.67,74.12,25190,521433,"600 Safety & Traffic"
"0618-6059","CONDUIT (PVC / RIGID METAL) (TY 59)","2024/2014","LF",21.6,22.25,20.3,8.84,76.16,26760,578016,"600 Safety & Traffic"
"0618-6060","CONDUIT (PVC / RIGID METAL) (TY 60)","2024/2014","LF",22.5,23.85,21.15,9.01,78.2,28330,637425,"600 Safety & Traffic"
"0618-6061","CONDUIT (PVC / RIGID METAL) (TY 61)","2024/2014","LF",23.4,22,22,8.5,68,29900,699660,"600 Safety & Traffic"
"0618-6062","CONDUIT (PVC / RIGID METAL) (TY 62)","2024/2014","LF",24.3,23.57,22.84,8.67,70.04,31470,764721,"600 Safety & Traffic"
"0618-6063","CONDUIT (PVC / RIGID METAL) (TY 63)","2024/2014","LF",25.2,25.2,23.69,8.84,72.08,33040,832608,"600 Safety & Traffic"
"0618-6064","CONDUIT (PVC / RIGID METAL) (TY 64)","2024/2014","LF",19.8,20.39,18.61,9.01,74.12,23810,471438,"600 Safety & Traffic"
"0618-6065","CONDUIT (PVC / RIGID METAL) (TY 65)","2024/2014","LF",20.7,21.94,19.46,8.5,76.16,25380,525366,"600 Safety & Traffic"
"0618-6066","CONDUIT (PVC / RIGID METAL) (TY 66)","2024/2014","LF",21.6,20.3,20.3,8.67,78.2,26950,582120,"600 Safety & Traffic"
"0618-6067","CONDUIT (PVC / RIGID METAL) (TY 67)","2024/2014","LF",22.5,21.82,21.15,8.84,68,28520,641700,"600 Safety & Traffic"
"0618-6068","CONDUIT (PVC / RIGID METAL) (TY 68)","2024/2014","LF",23.4,23.4,22,9.01,70.04,30090,704106,"600 Safety & Traffic"
"0618-6069","CONDUIT (PVC / RIGID METAL) (TY 69)","2024/2014","LF",24.3,25.03,22.84,8.5,72.08,31660,769338,"600 Safety & Traffic"
"0618-6070","CONDUIT (PVC / RIGID METAL) (TY 70)","2024/2014","LF",25.2,26.71,23.69,8.67,74.12,33230,837396,"600 Safety & Traffic"
"0618-6071","CONDUIT (PVC / RIGID METAL) (TY 71)","2024/2014","LF",19.8,18.61,18.61,8.84,76.16,34800,689040,"600 Safety & Traffic"
"0618-6072","CONDUIT (PVC / RIGID METAL) (TY 72)","2024/2014","LF",20.7,20.08,19.46,9.01,78.2,36370,752859,"600 Safety & Traffic"
"0618-6073","CONDUIT (PVC / RIGID METAL) (TY 73)","2024/2014","LF",21.6,21.6,20.3,8.5,68,27140,586224,"600 Safety & Traffic"
"0618-6074","CONDUIT (PVC / RIGID METAL) (TY 74)","2024/2014","LF",22.5,23.18,21.15,8.67,70.04,28710,645975,"600 Safety & Traffic"
"0618-6075","CONDUIT (PVC / RIGID METAL) (TY 75)","2024/2014","LF",23.4,24.8,22,8.84,72.08,30280,708552,"600 Safety & Traffic"
"0618-6076","CONDUIT (PVC / RIGID METAL) (TY 76)","2024/2014","LF",24.3,22.84,22.84,9.01,74.12,31850,773955,"600 Safety & Traffic"
"0618-6077","CONDUIT (PVC / RIGID METAL) (TY 77)","2024/2014","LF",25.2,24.44,23.69,8.5,76.16,33420,842184,"600 Safety & Traffic"
"0618-6078","CONDUIT (PVC / RIGID METAL) (TY 78)","2024/2014","LF",19.8,19.8,18.61,8.67,78.2,34990,692802,"600 Safety & Traffic"
"0618-6079","CONDUIT (PVC / RIGID METAL) (TY 79)","2024/2014","LF",20.7,21.32,19.46,8.84,68,36560,756792,"600 Safety & Traffic"
"0618-6080","CONDUIT (PVC / RIGID METAL) (TY 80)","2024/2014","LF",21.6,22.9,20.3,9.01,70.04,38130,823608,"600 Safety & Traffic"
"0618-6081","CONDUIT (PVC / RIGID METAL) (TY 81)","2024/2014","LF",22.5,21.15,21.15,8.5,72.08,39700,893250,"600 Safety & Traffic"
"0618-6082","CONDUIT (PVC / RIGID METAL) (TY 82)","2024/2014","LF",23.4,22.7,22,8.67,74.12,30470,712998,"600 Safety & Traffic"
"0618-6083","CONDUIT (PVC / RIGID METAL) (TY 83)","2024/2014","LF",24.3,24.3,22.84,8.84,76.16,32040,778572,"600 Safety & Traffic"
"0618-6084","CONDUIT (PVC / RIGID METAL) (TY 84)","2024/2014","LF",25.2,25.96,23.69,9.01,78.2,33610,846972,"600 Safety & Traffic"
"0618-6085","CONDUIT (PVC / RIGID METAL) (TY 85)","2024/2014","LF",19.8,20.99,18.61,8.5,68,35180,696564,"600 Safety & Traffic"
"0618-6086","CONDUIT (PVC / RIGID METAL) (TY 86)","2024/2014","LF",20.7,19.46,19.46,8.67,70.04,36750,760725,"600 Safety & Traffic"
"0618-6087","CONDUIT (PVC / RIGID METAL) (TY 87)","2024/2014","LF",21.6,20.95,20.3,8.84,72.08,38320,827712,"600 Safety & Traffic"
"0618-6088","CONDUIT (PVC / RIGID METAL) (TY 88)","2024/2014","LF",22.5,22.5,21.15,9.01,74.12,39890,897525,"600 Safety & Traffic"
"0618-6089","CONDUIT (PVC / RIGID METAL) (TY 89)","2024/2014","LF",23.4,24.1,22,8.5,76.16,41460,970164,"600 Safety & Traffic"
"0618-6090","CONDUIT (PVC / RIGID METAL) (TY 90)","2024/2014","LF",24.3,25.76,22.84,8.67,78.2,43030,1045629,"600 Safety & Traffic"
"0618-6091","CONDUIT (PVC / RIGID METAL) (TY 91)","2024/2014","LF",25.2,23.69,23.69,8.84,68,33800,851760,"600 Safety & Traffic"
"0618-6092","CONDUIT (PVC / RIGID METAL) (TY 92)","2024/2014","LF",19.8,19.21,18.61,9.01,70.04,35370,700326,"600 Safety & Traffic"
"0618-6093","CONDUIT (PVC / RIGID METAL) (TY 93)","2024/2014","LF",20.7,20.7,19.46,8.5,72.08,36940,764658,"600 Safety & Traffic"
"0618-6094","CONDUIT (PVC / RIGID METAL) (TY 94)","2024/2014","LF",21.6,22.25,20.3,8.67,74.12,38510,831816,"600 Safety & Traffic"
"0618-6095","CONDUIT (PVC / RIGID METAL) (TY 95)","2024/2014","LF",22.5,23.85,21.15,8.84,76.16,40080,901800,"600 Safety & Traffic"
"0618-6096","CONDUIT (PVC / RIGID METAL) (TY 96)","2024/2014","LF",23.4,22,22,9.01,78.2,41650,974610,"600 Safety & Traffic"
"0618-6097","CONDUIT (PVC / RIGID METAL) (TY 97)","2024/2014","LF",24.3,23.57,22.84,8.5,68,43220,1050246,"600 Safety & Traffic"
"0618-6098","CONDUIT (PVC / RIGID METAL) (TY 98)","2024/2014","LF",25.2,25.2,23.69,8.67,70.04,44790,1128708,"600 Safety & Traffic"
"0618-6099","CONDUIT (PVC / RIGID METAL) (TY 99)","2024/2014","LF",19.8,20.39,18.61,8.84,72.08,46360,917928,"600 Safety & Traffic"
"0618-6100","CONDUIT (PVC / RIGID METAL) (TY 100)","2024/2014","LF",20.7,21.94,19.46,9.01,74.12,37130,768591,"600 Safety & Traffic"
"0618-6101","CONDUIT (PVC / RIGID METAL) (TY 101)","2024/2014","LF",21.6,20.3,20.3,8.5,76.16,38700,835920,"600 Safety & Traffic"
"0618-6102","CONDUIT (PVC / RIGID METAL) (TY 102)","2024/2014","LF",22.5,21.82,21.15,8.67,78.2,40270,906075,"600 Safety & Traffic"
"0618-6103","CONDUIT (PVC / RIGID METAL) (TY 103)","2024/2014","LF",23.4,23.4,22,8.84,68,41840,979056,"600 Safety & Traffic"
"0618-6104","CONDUIT (PVC / RIGID METAL) (TY 104)","2024/2014","LF",24.3,25.03,22.84,9.01,70.04,43410,1054863,"600 Safety & Traffic"
"0618-6105","CONDUIT (PVC / RIGID METAL) (TY 105)","2024/2014","LF",25.2,26.71,23.69,8.5,72.08,44980,1133496,"600 Safety & Traffic"
"0618-6106","CONDUIT (PVC / RIGID METAL) (TY 106)","2024/2014","LF",19.8,18.61,18.61,8.67,74.12,46550,921690,"600 Safety & Traffic"
"0618-6107","CONDUIT (PVC / RIGID METAL) (TY 107)","2024/2014","LF",20.7,20.08,19.46,8.84,76.16,48120,996084,"600 Safety & Traffic"
"0618-6108","CONDUIT (PVC / RIGID METAL) (TY 108)","2024/2014","LF",21.6,21.6,20.3,9.01,78.2,49690,1073304,"600 Safety & Traffic"
"0618-6109","CONDUIT (PVC / RIGID METAL) (TY 109)","2024/2014","LF",22.5,23.18,21.15,8.5,68,40460,910350,"600 Safety & Traffic"
"0618-6110","CONDUIT (PVC / RIGID METAL) (TY 110)","2024/2014","LF",23.4,24.8,22,8.67,70.04,42030,983502,"600 Safety & Traffic"
"0618-6111","CONDUIT (PVC / RIGID METAL) (TY 111)","2024/2014","LF",24.3,22.84,22.84,8.84,72.08,43600,1059480,"600 Safety & Traffic"
"0618-6112","CONDUIT (PVC / RIGID METAL) (TY 112)","2024/2014","LF",25.2,24.44,23.69,9.01,74.12,45170,1138284,"600 Safety & Traffic"
"0618-6113","CONDUIT (PVC / RIGID METAL) (TY 113)","2024/2014","LF",19.8,19.8,18.61,8.5,76.16,46740,925452,"600 Safety & Traffic"
"0618-6114","CONDUIT (PVC / RIGID METAL) (TY 114)","2024/2014","LF",20.7,21.32,19.46,8.67,78.2,48310,1000017,"600 Safety & Traffic"
"0618-6115","CONDUIT (PVC / RIGID METAL) (TY 115)","2024/2014","LF",21.6,22.9,20.3,8.84,68,49880,1077408,"600 Safety & Traffic"
"0618-6116","CONDUIT (PVC / RIGID METAL) (TY 116)","2024/2014","LF",22.5,21.15,21.15,9.01,70.04,51450,1157625,"600 Safety & Traffic"
"0618-6117","CONDUIT (PVC / RIGID METAL) (TY 117)","2024/2014","LF",23.4,22.7,22,8.5,72.08,53020,1240668,"600 Safety & Traffic"
"0618-6118","CONDUIT (PVC / RIGID METAL) (TY 118)","2024/2014","LF",24.3,24.3,22.84,8.67,74.12,43790,1064097,"600 Safety & Traffic"
"0618-6119","CONDUIT (PVC / RIGID METAL) (TY 119)","2024/2014","LF",25.2,25.96,23.69,8.84,76.16,45360,1143072,"600 Safety & Traffic"
"0618-6120","CONDUIT (PVC / RIGID METAL) (TY 120)","2024/2014","LF",19.8,20.99,18.61,9.01,78.2,46930,929214,"600 Safety & Traffic"
"0620-6001","ELECTRICAL CONDUCTORS (TY 1)","2024/2014","LF",2.99,2.81,2.81,1.2,14.5,500,1495,"600 Safety & Traffic"
"0620-6002","ELECTRICAL CONDUCTORS (TY 2)","2024/2014","LF",3.13,3.04,2.94,1.22,14.94,2070,6479.1,"600 Safety & Traffic"
"0620-6003","ELECTRICAL CONDUCTORS (TY 3)","2024/2014","LF",3.26,3.26,3.06,1.25,15.37,3640,11866.4,"600 Safety & Traffic"
"0620-6004","ELECTRICAL CONDUCTORS (TY 4)","2024/2014","LF",3.4,3.5,3.2,1.27,15.81,5210,17714,"600 Safety & Traffic"
"0620-6005","ELECTRICAL CONDUCTORS (TY 5)","2024/2014","LF",3.54,3.75,3.33,1.2,16.24,6780,24001.2,"600 Safety & Traffic"
"0620-6006","ELECTRICAL CONDUCTORS (TY 6)","2024/2014","LF",3.67,3.45,3.45,1.22,16.67,8350,30644.5,"600 Safety & Traffic"
"0620-6007","ELECTRICAL CONDUCTORS (TY 7)","2024/2014","LF",3.81,3.7,3.58,1.25,14.5,9920,37795.2,"600 Safety & Traffic"
"0620-6008","ELECTRICAL CONDUCTORS (TY 8)","2024/2014","LF",2.99,2.99,2.81,1.27,14.94,11490,34355.1,"600 Safety & Traffic"
"0620-6009","ELECTRICAL CONDUCTORS (TY 9)","2024/2014","LF",3.13,3.22,2.94,1.2,15.37,13060,40877.8,"600 Safety & Traffic"
"0620-6010","ELECTRICAL CONDUCTORS (TY 10)","2024/2014","LF",3.26,3.46,3.06,1.22,15.81,3830,12485.8,"600 Safety & Traffic"
"0620-6011","ELECTRICAL CONDUCTORS (TY 11)","2024/2014","LF",3.4,3.2,3.2,1.25,16.24,5400,18360,"600 Safety & Traffic"
"0620-6012","ELECTRICAL CONDUCTORS (TY 12)","2024/2014","LF",3.54,3.43,3.33,1.27,16.67,6970,24673.8,"600 Safety & Traffic"
"0620-6013","ELECTRICAL CONDUCTORS (TY 13)","2024/2014","LF",3.67,3.67,3.45,1.2,14.5,8540,31341.8,"600 Safety & Traffic"
"0620-6014","ELECTRICAL CONDUCTORS (TY 14)","2024/2014","LF",3.81,3.92,3.58,1.22,14.94,10110,38519.1,"600 Safety & Traffic"
"0620-6015","ELECTRICAL CONDUCTORS (TY 15)","2024/2014","LF",2.99,3.17,2.81,1.25,15.37,11680,34923.2,"600 Safety & Traffic"
"0620-6016","ELECTRICAL CONDUCTORS (TY 16)","2024/2014","LF",3.13,2.94,2.94,1.27,15.81,13250,41472.5,"600 Safety & Traffic"
"0620-6017","ELECTRICAL CONDUCTORS (TY 17)","2024/2014","LF",3.26,3.16,3.06,1.2,16.24,14820,48313.2,"600 Safety & Traffic"
"0620-6018","ELECTRICAL CONDUCTORS (TY 18)","2024/2014","LF",3.4,3.4,3.2,1.22,16.67,16390,55726,"600 Safety & Traffic"
"0620-6019","ELECTRICAL CONDUCTORS (TY 19)","2024/2014","LF",3.54,3.65,3.33,1.25,14.5,7160,25346.4,"600 Safety & Traffic"
"0620-6020","ELECTRICAL CONDUCTORS (TY 20)","2024/2014","LF",3.67,3.89,3.45,1.27,14.94,8730,32039.1,"600 Safety & Traffic"
"0620-6021","ELECTRICAL CONDUCTORS (TY 21)","2024/2014","LF",3.81,3.58,3.58,1.2,15.37,10300,39243,"600 Safety & Traffic"
"0620-6022","ELECTRICAL CONDUCTORS (TY 22)","2024/2014","LF",2.99,2.9,2.81,1.22,15.81,11870,35491.3,"600 Safety & Traffic"
"0620-6023","ELECTRICAL CONDUCTORS (TY 23)","2024/2014","LF",3.13,3.13,2.94,1.25,16.24,13440,42067.2,"600 Safety & Traffic"
"0620-6024","ELECTRICAL CONDUCTORS (TY 24)","2024/2014","LF",3.26,3.36,3.06,1.27,16.67,15010,48932.6,"600 Safety & Traffic"
"0620-6025","ELECTRICAL CONDUCTORS (TY 25)","2024/2014","LF",3.4,3.6,3.2,1.2,14.5,16580,56372,"600 Safety & Traffic"
"0620-6026","ELECTRICAL CONDUCTORS (TY 26)","2024/2014","LF",3.54,3.33,3.33,1.22,14.94,18150,64251,"600 Safety & Traffic"
"0620-6027","ELECTRICAL CONDUCTORS (TY 27)","2024/2014","LF",3.67,3.56,3.45,1.25,15.37,19720,72372.4,"600 Safety & Traffic"
"0620-6028","ELECTRICAL CONDUCTORS (TY 28)","2024/2014","LF",3.81,3.81,3.58,1.27,15.81,10490,39966.9,"600 Safety & Traffic"
"0620-6029","ELECTRICAL CONDUCTORS (TY 29)","2024/2014","LF",2.99,3.08,2.81,1.2,16.24,12060,36059.4,"600 Safety & Traffic"
"0620-6030","ELECTRICAL CONDUCTORS (TY 30)","2024/2014","LF",3.13,3.32,2.94,1.22,16.67,13630,42661.9,"600 Safety & Traffic"
"0620-6031","ELECTRICAL CONDUCTORS (TY 31)","2024/2014","LF",3.26,3.06,3.06,1.25,14.5,15200,49552,"600 Safety & Traffic"
"0620-6032","ELECTRICAL CONDUCTORS (TY 32)","2024/2014","LF",3.4,3.3,3.2,1.27,14.94,16770,57018,"600 Safety & Traffic"
"0620-6033","ELECTRICAL CONDUCTORS (TY 33)","2024/2014","LF",3.54,3.54,3.33,1.2,15.37,18340,64923.6,"600 Safety & Traffic"
"0620-6034","ELECTRICAL CONDUCTORS (TY 34)","2024/2014","LF",3.67,3.78,3.45,1.22,15.81,19910,73069.7,"600 Safety & Traffic"
"0620-6035","ELECTRICAL CONDUCTORS (TY 35)","2024/2014","LF",3.81,4.04,3.58,1.25,16.24,21480,81838.8,"600 Safety & Traffic"
"0620-6036","ELECTRICAL CONDUCTORS (TY 36)","2024/2014","LF",2.99,2.81,2.81,1.27,16.67,23050,68919.5,"600 Safety & Traffic"
"0620-6037","ELECTRICAL CONDUCTORS (TY 37)","2024/2014","LF",3.13,3.04,2.94,1.2,14.5,13820,43256.6,"600 Safety & Traffic"
"0620-6038","ELECTRICAL CONDUCTORS (TY 38)","2024/2014","LF",3.26,3.26,3.06,1.22,14.94,15390,50171.4,"600 Safety & Traffic"
"0620-6039","ELECTRICAL CONDUCTORS (TY 39)","2024/2014","LF",3.4,3.5,3.2,1.25,15.37,16960,57664,"600 Safety & Traffic"
"0620-6040","ELECTRICAL CONDUCTORS (TY 40)","2024/2014","LF",3.54,3.75,3.33,1.27,15.81,18530,65596.2,"600 Safety & Traffic"
"0620-6041","ELECTRICAL CONDUCTORS (TY 41)","2024/2014","LF",3.67,3.45,3.45,1.2,16.24,20100,73767,"600 Safety & Traffic"
"0620-6042","ELECTRICAL CONDUCTORS (TY 42)","2024/2014","LF",3.81,3.7,3.58,1.22,16.67,21670,82562.7,"600 Safety & Traffic"
"0620-6043","ELECTRICAL CONDUCTORS (TY 43)","2024/2014","LF",2.99,2.99,2.81,1.25,14.5,23240,69487.6,"600 Safety & Traffic"
"0620-6044","ELECTRICAL CONDUCTORS (TY 44)","2024/2014","LF",3.13,3.22,2.94,1.27,14.94,24810,77655.3,"600 Safety & Traffic"
"0620-6045","ELECTRICAL CONDUCTORS (TY 45)","2024/2014","LF",3.26,3.46,3.06,1.2,15.37,26380,85998.8,"600 Safety & Traffic"
"0620-6046","ELECTRICAL CONDUCTORS (TY 46)","2024/2014","LF",3.4,3.2,3.2,1.22,15.81,17150,58310,"600 Safety & Traffic"
"0620-6047","ELECTRICAL CONDUCTORS (TY 47)","2024/2014","LF",3.54,3.43,3.33,1.25,16.24,18720,66268.8,"600 Safety & Traffic"
"0620-6048","ELECTRICAL CONDUCTORS (TY 48)","2024/2014","LF",3.67,3.67,3.45,1.27,16.67,20290,74464.3,"600 Safety & Traffic"
